record_id,product_family_id,source,display_currency,cleaned_price,price_basis,participant_profile,price_recheck_date,comparison_service_window,rechecked_source_price,rechecked_source_currency,rechecked_price_basis,normalized_currency,normalized_price,fx_rate,fx_rate_date,fx_source,price_qa_status,price_analysis_eligible,recheck_provenance_url,exclusion_or_scope_note
APD02-082,PF-APD02-082,TIQETS,NOT_DISPLAYED,,not_displayed,,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_NONCOMPARABLE_OR_NONNUMERIC_BASIS,false,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-amsterdam-red-light-district-audio-tour-p1029334/,Excluded: non-comparable or non-numeric basis.
APD02-083,PF-APD02-083,UCPLACES,USD,15,per_person,,2026-08-23,2026-09-15_to_2026-09-21,15.00,USD,per_person_date_independent,EUR,12.82,0.85477391,2026-08-21,European Central Bank euro foreign exchange reference rates; https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,PRICE_COMPARABLE_DATE_INDEPENDENT_VERIFIED,true,https://www.ucplaces.com/usertourinfo/1892-amsterdam-walking-tour-netherlands-history-culture-main-sites-self-guided-gps-audio-tour-,Eligible only within date-independent digital-product price subset.
APD02-084,PF-APD02-084,VOICEMAP,USD,4.99,per_person,,2026-08-23,2026-09-15_to_2026-09-21,4.99,USD,per_person_date_independent,EUR,4.27,0.85477391,2026-08-21,European Central Bank euro foreign exchange reference rates; https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,PRICE_COMPARABLE_DATE_INDEPENDENT_VERIFIED,true,https://voicemap.me/tour/amsterdam/space-tourist-amsterdam-explore-the-city-s-cosmic-side-by-public-transport,Eligible only within date-independent digital-product price subset.
APD02-085,PF-APD02-085,EXPEDIA,USD,94.06,per_person,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_COMMON_SERVICE_WINDOW_NOT_VERIFIED,false,https://www.expedia.com/things-to-do/top-10-tastings-of-amsterdam-food-culture-bike-tour.a51777590.activity-details,Excluded: common service-window price not verified.
APD02-086,PF-APD02-086,EXPEDIA,NOT_DISPLAYED,,not_displayed,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_NONCOMPARABLE_OR_NONNUMERIC_BASIS,false,https://www.expedia.com/things-to-do/explore-amsterdam-canals-on-iconic-flower-bikes.a50020975.activity-details,Excluded: non-comparable or non-numeric basis.
APD02-087,PF-APD02-087,EXPEDIA,NOT_DISPLAYED,,not_displayed,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_NONCOMPARABLE_OR_NONNUMERIC_BASIS,false,https://www.expedia.com/things-to-do/amsterdam-top-highlights-city-bike-tour.a49586539.activity-details,Excluded: non-comparable or non-numeric basis.
APD02-088,PF-APD02-088,EXPEDIA,USD,44.34,per_person,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_COMMON_SERVICE_WINDOW_NOT_VERIFIED,false,https://www.expedia.com/things-to-do/amsterdam-mikes-city-bike-tour-the-highlights.a48181979.activity-details,Excluded: common service-window price not verified.
APD02-089,PF-APD02-089,EXPEDIA,USD,43,per_person,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_COMMON_SERVICE_WINDOW_NOT_VERIFIED,false,https://www.expedia.com/things-to-do/amsterdam-recorrido-en-bicicleta-de-2-5-horas.a5209568.detalles-actividades,Excluded: common service-window price not verified.
APD02-090,PF-APD02-090,EXPEDIA,USD,98.56,per_person,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_COMMON_SERVICE_WINDOW_NOT_VERIFIED,false,https://www.expedia.com/things-to-do/10-tastes-of-amsterdam-food-tour-by-unesco-canals-and-jordaan.a45036719.activity-details,Excluded: common service-window price not verified.
APD02-091,PF-APD02-091,EXPEDIA,NOT_DISPLAYED,,not_displayed,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_NONCOMPARABLE_OR_NONNUMERIC_BASIS,false,https://www.expedia.com/things-to-do/go-city-amsterdam-explorer-pass-choose-3-to-7-attractions.a44869587.activity-details,Excluded: non-comparable or non-numeric basis.
APD02-092,PF-APD02-092,EXPEDIA,NOT_DISPLAYED,,not_displayed,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_NONCOMPARABLE_OR_NONNUMERIC_BASIS,false,https://www.expedia.com/things-to-do/go-city-amsterdam-all-inclusive-pass-with-25-attractions.a5292912.activity-details,Excluded: non-comparable or non-numeric basis.
APD02-093,PF-THIS-IS-HOLLAND-ENTRY,EXPEDIA,USD,26.72,per_person,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_COMMON_SERVICE_WINDOW_NOT_VERIFIED,false,https://www.expedia.com/things-to-do/ticket-to-the-ultimate-5d-flight-experience-at-this-is-holland.a919370.activity-details,Excluded: common service-window price not verified.
APD02-094,PF-AMAZE-ENTRY,EXPEDIA,USD,37.55,per_person,1 adult standard participant,2026-08-23,2026-09-15_to_2026-09-21,,,,,,,,,PRICE_EXCLUDED_COMMON_SERVICE_WINDOW_NOT_VERIFIED,false,https://www.expedia.com/things-to-do/amaze-amsterdam-immersive-audiovisual-experience.a4794919.activity-details,Excluded: common service-window price not verified.
